Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize
Bentleigh East,1,u,580000.0,13.9,1.0,1.0,1.0,105.0
Canterbury,5,h,2350000.0,9.0,5.0,2.0,4.0,838.0
Sandringham,4,t,1050000.0,15.2,4.0,2.0,1.0,173.0
Aberfeldie,3,h,1190000.0,9.1,3.0,1.0,1.0,465.0
Sunshine,4,h,970000.0,12.6,4.0,1.0,4.0,615.0
Scoresby,4,h,962000.0,22.2,4.0,2.0,3.0,724.0
Richmond,2,h,990000.0,2.6,2.0,1.0,1.0,117.0
Moonee Ponds,4,h,1833000.0,6.9,4.0,1.0,1.0,583.0
Hadfield,2,t,595000.0,11.2,2.0,2.0,1.0,201.0
Clifton Hill,2,h,700000.0,3.6,2.0,2.0,1.0,533.0
Burwood,3,h,1325000.0,10.4,3.0,1.0,1.0,756.0
Heidelberg Heights,3,t,601000.0,10.5,3.0,2.0,2.0,200.0
Camberwell,2,t,775000.0,7.8,2.0,2.0,1.0,103.0
Essendon,4,h,1635000.0,8.0,4.0,1.0,2.0,638.0
Ormond,2,u,440000.0,11.4,2.0,1.0,1.0,1100.0
Yarraville,5,h,1815000.0,7.0,5.0,2.0,2.0,644.0
Caulfield South,4,h,1570000.0,9.3,3.0,2.0,2.0,641.0
Oakleigh South,4,h,937500.0,14.7,4.0,2.0,2.0,539.0
Carrum,3,h,825000.0,31.2,3.0,2.0,1.0,355.0
Gardenvale,4,h,2200000.0,9.8,4.0,3.0,3.0,474.0
Reservoir,2,u,450000.0,11.2,2.0,1.0,1.0,95.0
Carrum Downs,4,h,546000.0,34.9,3.0,1.0,1.0,646.0
Keilor,3,h,930000.0,14.5,3.0,2.0,2.0,847.0
Malvern East,2,u,835000.0,11.2,2.0,1.0,1.0,0.0
Ivanhoe,2,u,845000.0,7.9,2.0,2.0,2.0,147.0
Malvern East,4,h,3600000.0,8.4,4.0,3.0,2.0,552.0
Boronia,3,h,790000.0,25.0,3.0,1.0,2.0,868.0
Malvern,2,u,566000.0,7.4,2.0,1.0,1.0,0.0
Brunswick West,4,h,1150000.0,5.9,4.0,1.0,2.0,519.0
Sandringham,3,u,760000.0,15.2,3.0,1.0,1.0,178.0
Brighton,4,h,2770000.0,10.5,4.0,3.0,2.0,560.0
Northcote,2,h,1015000.0,5.3,2.0,1.0,,145.0
South Melbourne,4,h,1615000.0,2.1,4.0,3.0,2.0,577.0
Northcote,5,h,4300000.0,5.5,4.0,4.0,3.0,569.0
Balwyn North,2,u,682000.0,9.7,2.0,1.0,1.0,140.0
Fawkner,3,h,540000.0,12.4,3.0,1.0,1.0,614.0
Niddrie,3,h,1076000.0,11.2,3.0,1.0,1.0,654.0
Hampton,3,h,2513000.0,13.7,3.0,2.0,1.0,766.0
Surrey Hills,3,h,2300000.0,11.2,3.0,2.0,1.0,735.0
Reservoir,4,h,1015000.0,11.2,4.0,1.0,1.0,518.0
Albert Park,3,h,2155000.0,3.3,3.0,2.0,0.0,130.0
Prahran,3,h,1530000.0,4.5,3.0,1.0,0.0,231.0
Nunawading,3,u,813000.0,15.4,3.0,2.0,2.0,266.0
Toorak,2,u,1010000.0,4.6,2.0,2.0,2.0,586.0
Preston,3,h,1000000.0,8.8,3.0,2.0,2.0,143.0
Carnegie,2,u,662000.0,11.4,4.0,2.0,1.0,0.0
Bentleigh,3,h,1165000.0,13.0,3.0,1.0,2.0,694.0
Lalor,3,h,685000.0,16.3,3.0,1.0,1.0,548.0
Footscray,2,u,395000.0,6.4,2.0,2.0,1.0,0.0
Pascoe Vale,3,h,1000000.0,9.9,3.0,1.0,2.0,858.0
Mill Park,3,h,675000.0,17.9,3.0,1.0,4.0,640.0
Sunbury,3,h,388000.0,31.7,3.0,1.0,0.0,650.0
Keilor East,3,h,583000.0,12.8,3.0,1.0,1.0,412.0
Brunswick,2,h,770000.0,5.2,2.0,1.0,0.0,152.0
Carlton,2,h,957000.0,1.8,2.0,1.0,1.0,122.0
North Melbourne,1,u,340000.0,2.3,1.0,1.0,1.0,0.0
Malvern,1,u,456000.0,7.4,1.0,1.0,1.0,4721.0
Richmond,3,h,1410000.0,2.6,3.0,1.0,0.0,224.0
Sunshine,3,h,591500.0,12.6,3.0,1.0,2.0,427.0
Carnegie,3,h,1620000.0,11.4,3.0,1.0,1.0,808.0
Brunswick East,3,t,1010000.0,4.5,3.0,2.0,1.0,0.0
Viewbank,3,h,770000.0,13.8,3.0,2.0,2.0,577.0
Hawthorn,1,u,535000.0,4.6,1.0,1.0,1.0,918.0
Maribyrnong,2,t,355000.0,8.7,2.0,1.0,1.0,0.0
Bundoora,3,h,805000.0,12.1,3.0,1.0,2.0,669.0
Fawkner,3,h,631000.0,12.4,3.0,2.0,2.0,297.0
Balwyn,5,h,3020000.0,9.7,5.0,3.0,2.0,715.0
Knoxfield,4,h,1218000.0,23.3,4.0,2.0,2.0,900.0
Bentleigh East,4,t,1160000.0,13.9,3.0,2.0,2.0,321.0
Heidelberg Heights,3,u,630000.0,10.5,3.0,2.0,1.0,0.0
St Kilda,3,u,1190000.0,6.1,3.0,1.0,1.0,460.0
Kensington,3,h,1335000.0,4.2,3.0,1.0,3.0,459.0
Williamstown,3,h,1200000.0,8.0,3.0,2.0,2.0,348.0
South Yarra,3,h,1700000.0,3.3,3.0,1.0,1.0,178.0
Seddon,3,h,920000.0,6.6,3.0,2.0,1.0,309.0
Hawthorn East,6,h,2200000.0,6.2,6.0,3.0,3.0,622.0
Glenroy,3,h,830000.0,11.2,3.0,1.0,2.0,655.0
West Footscray,3,h,845000.0,6.4,3.0,1.0,2.0,422.0
Maidstone,3,t,710000.0,6.4,3.0,2.0,2.0,186.0
Newport,2,h,680000.0,8.4,2.0,1.0,1.0,229.0
Abbotsford,3,h,1176500.0,2.5,2.0,1.0,1.0,138.0
Parkdale,3,h,820000.0,21.5,3.0,2.0,2.0,445.0
Collingwood,3,u,1500000.0,1.6,2.0,2.0,2.0,0.0
Richmond,2,h,905000.0,2.6,2.0,1.0,0.0,139.0
Armadale,1,u,567000.0,6.3,1.0,1.0,1.0,0.0
Hawthorn,1,u,499000.0,4.6,1.0,1.0,1.0,0.0
Nunawading,3,h,1218000.0,15.4,3.0,1.0,1.0,757.0
Balwyn North,4,h,2000000.0,9.7,4.0,3.0,4.0,958.0
Burwood,3,h,1151000.0,11.7,3.0,1.0,1.0,695.0
Richmond,4,h,1800000.0,2.4,4.0,1.0,4.0,418.0
Mount Waverley,3,t,1375000.0,14.2,3.0,2.0,2.0,366.0
Altona,3,t,765000.0,11.0,3.0,2.0,2.0,200.0
Canterbury,5,h,2900000.0,9.0,5.0,2.0,2.0,795.0
Collingwood,2,h,890000.0,1.6,2.0,1.0,1.0,178.0
Elwood,3,t,1350000.0,7.7,3.0,2.0,2.0,1170.0
Richmond,5,h,3200000.0,2.6,5.0,3.0,3.0,618.0
Newport,4,t,820000.0,8.4,4.0,2.0,2.0,753.0
Croydon,3,h,858000.0,23.0,3.0,1.0,2.0,857.0
Hawthorn East,5,h,3500000.0,7.5,4.0,2.0,2.0,1250.0
Reservoir,3,h,705000.0,11.2,3.0,1.0,3.0,513.0
Doncaster,3,h,1360000.0,12.4,3.0,1.0,2.0,647.0
Aberfeldie,2,h,840000.0,9.1,2.0,1.0,1.0,373.0
St Kilda,3,h,1225000.0,6.1,3.0,1.0,1.0,248.0
Flemington,4,h,1290000.0,3.4,4.0,2.0,0.0,202.0
Box Hill,4,h,1661000.0,13.1,4.0,2.0,2.0,729.0
Brighton,4,t,1630000.0,11.2,4.0,2.0,2.0,432.0
Sunshine North,3,h,630000.0,13.3,3.0,1.0,4.0,625.0
Brighton,2,u,985000.0,11.2,2.0,1.0,1.0,611.0
Croydon,3,h,840500.0,23.0,3.0,1.0,2.0,850.0
Sunshine West,3,h,795000.0,13.5,3.0,1.0,2.0,739.0
Yarraville,3,h,1115000.0,6.3,3.0,1.0,2.0,446.0
Richmond,3,h,1285000.0,2.6,4.0,2.0,1.0,133.0
Hampton,2,u,450000.0,13.7,2.0,2.0,1.0,0.0
Preston,1,h,830000.0,8.8,1.0,1.0,0.0,397.0
Brighton,4,h,3050000.0,11.2,4.0,4.0,2.0,578.0
Newport,4,h,1620000.0,8.4,4.0,3.0,1.0,425.0
North Melbourne,2,u,665500.0,2.3,2.0,2.0,1.0,0.0
Eltham,3,h,830000.0,18.0,3.0,2.0,1.0,817.0
Jacana,3,h,425000.0,14.5,3.0,1.0,2.0,650.0
Croydon Hills,4,h,905000.0,23.0,4.0,2.0,2.0,731.0
Sunshine West,3,h,680000.0,13.5,3.0,1.0,2.0,726.0
Coburg North,5,h,1172000.0,9.2,5.0,3.0,2.0,425.0
Prahran,2,h,1500000.0,4.5,2.0,1.0,2.0,236.0
Albert Park,3,h,2575000.0,3.3,3.0,2.0,1.0,228.0
Surrey Hills,2,u,760000.0,11.2,2.0,1.0,1.0,681.0
Mont Albert,4,h,3900000.0,11.8,4.0,2.0,6.0,2187.0
Williamstown,4,h,2255000.0,8.0,4.0,1.0,3.0,765.0
Prahran,1,u,549800.0,4.5,1.0,1.0,1.0,0.0
St Kilda,2,u,575000.0,6.1,2.0,2.0,1.0,0.0
Moonee Ponds,2,h,1040000.0,6.9,2.0,1.0,2.0,313.0
Port Melbourne,2,h,1130000.0,3.8,1.0,1.0,0.0,112.0
Keilor East,5,h,1100000.0,12.8,4.0,2.0,2.0,781.0
Fitzroy,2,h,677000.0,1.6,2.0,1.0,0.0,67.0
Ascot Vale,4,h,1400000.0,4.3,4.0,1.0,3.0,165.0
Hawthorn,2,u,627500.0,4.6,2.0,2.0,2.0,0.0
Moorabbin,3,t,750000.0,14.6,3.0,2.0,1.0,164.0
Hampton,2,u,875500.0,13.7,2.0,2.0,1.0,225.0
Balwyn North,3,u,700000.0,9.2,3.0,1.0,1.0,350.0
Mooroolbark,3,h,930000.0,26.5,3.0,1.0,4.0,905.0
Eltham,4,h,810000.0,18.0,4.0,2.0,2.0,838.0
Keilor East,4,h,770000.0,12.8,4.0,2.0,2.0,546.0
Cheltenham,3,h,800000.0,17.9,3.0,1.0,1.0,366.0
Sunshine,3,h,715000.0,12.6,3.0,1.0,2.0,558.0
Viewbank,2,u,555000.0,13.8,2.0,1.0,2.0,197.0
Bentleigh East,4,h,1190000.0,13.9,4.0,2.0,3.0,591.0
Richmond,3,h,1520000.0,2.6,3.0,1.0,2.0,248.0
Camberwell,3,h,1622000.0,7.8,3.0,1.0,1.0,544.0
Malvern East,4,h,1290000.0,11.2,4.0,2.0,2.0,395.0
Yarraville,6,h,2450000.0,6.3,6.0,3.0,2.0,1087.0
Glenroy,4,t,607000.0,13.0,4.0,3.0,2.0,0.0
Ascot Vale,2,u,432000.0,5.9,2.0,1.0,1.0,0.0
Camberwell,2,u,530000.0,7.8,2.0,1.0,1.0,0.0
Pascoe Vale,2,t,530000.0,8.5,2.0,2.0,1.0,135.0
Dandenong North,4,u,617000.0,24.7,4.0,3.0,2.0,279.0
Moorabbin,4,h,1385000.0,14.6,4.0,2.0,2.0,807.0
Coburg,3,h,1070000.0,6.7,3.0,1.0,2.0,392.0
Forest Hill,3,h,800000.0,15.4,3.0,1.0,2.0,617.0
Clarinda,5,h,883300.0,17.5,5.0,2.0,2.0,402.0
Port Melbourne,3,h,1753000.0,3.8,3.0,2.0,1.0,225.0
Reservoir,4,h,770000.0,11.2,4.0,1.0,2.0,855.0
Glenroy,3,h,710000.0,13.0,3.0,1.0,2.0,587.0
Doncaster,3,h,1850000.0,13.9,3.0,1.0,2.0,1073.0
Braybrook,3,h,585000.0,10.8,3.0,2.0,2.0,631.0
Hawthorn,1,u,335000.0,4.6,1.0,1.0,1.0,3132.0
Coburg,3,h,890000.0,6.7,3.0,2.0,2.0,190.0
Carnegie,2,u,510000.0,11.4,2.0,1.0,1.0,0.0
Wollert,3,t,420000.0,25.5,3.0,2.0,2.0,167.0
Ashwood,3,u,1045000.0,12.2,3.0,2.0,2.0,467.0
Richmond,3,h,1100000.0,2.6,3.0,1.0,0.0,162.0
Maidstone,2,u,360000.0,9.2,3.0,2.0,1.0,0.0
Preston,3,h,880000.0,8.4,3.0,1.0,0.0,480.0
Carlton,3,h,1590000.0,1.8,2.0,2.0,2.0,100.0
Hawthorn,3,h,1180000.0,4.6,3.0,1.0,3.0,218.0
Bentleigh,4,h,1700000.0,11.4,4.0,2.0,2.0,673.0
Strathmore,3,h,1650000.0,8.2,3.0,3.0,2.0,698.0
Hawthorn,5,h,4250000.0,4.6,5.0,4.0,3.0,1275.0
Ivanhoe,3,u,880000.0,7.8,3.0,2.0,1.0,252.0
Williamstown,2,h,920000.0,8.0,2.0,1.0,1.0,307.0
Keilor East,4,t,807000.0,12.8,4.0,2.0,2.0,319.0
Ascot Vale,3,h,1050000.0,5.9,3.0,1.0,3.0,536.0
South Yarra,2,u,450000.0,3.3,2.0,1.0,1.0,0.0
Warrandyte,4,h,1050000.0,21.1,4.0,2.0,2.0,1529.0
Avondale Heights,4,h,1300000.0,10.5,4.0,3.0,2.0,656.0
Dingley Village,3,h,980000.0,22.2,3.0,2.0,2.0,702.0
Port Melbourne,2,h,1180000.0,3.8,2.0,1.0,1.0,347.0
Carnegie,2,u,405000.0,11.4,2.0,1.0,1.0,967.0
Fitzroy North,3,h,1371000.0,3.5,2.0,1.0,1.0,197.0
Coburg North,4,h,770000.0,9.2,4.0,1.0,1.0,545.0
Thornbury,3,t,1100000.0,6.5,3.0,2.0,2.0,7330.0
Altona,2,t,720000.0,13.8,2.0,1.0,2.0,292.0
Northcote,3,h,1000000.0,5.5,3.0,1.0,1.0,440.0
Yallambie,4,h,953000.0,15.0,4.0,2.0,2.0,551.0
Hoppers Crossing,3,h,510000.0,18.4,3.0,1.0,2.0,600.0
Mount Waverley,3,h,944000.0,14.2,3.0,1.0,1.0,446.0
Port Melbourne,2,u,735000.0,3.8,2.0,1.0,1.0,0.0
Collingwood,2,h,1015000.0,1.6,2.0,1.0,0.0,117.0
Balwyn North,3,h,2668000.0,9.7,3.0,1.0,2.0,939.0
Balwyn,5,h,2750000.0,7.9,5.0,5.0,2.0,1235.0
Williamstown,3,h,1800000.0,8.0,3.0,2.0,2.0,332.0
Thornbury,3,h,1420000.0,7.0,3.0,1.0,2.0,438.0
Caroline Springs,3,h,545000.0,14.8,3.0,2.0,2.0,301.0
Ascot Vale,3,h,786000.0,5.9,3.0,2.0,1.0,576.0
Balaclava,1,u,440000.0,6.6,1.0,1.0,0.0,0.0
Sunshine West,3,h,690000.0,13.5,3.0,1.0,0.0,540.0
Sunshine West,4,h,510000.0,13.5,4.0,1.0,1.0,672.0
South Yarra,1,u,367000.0,3.3,1.0,1.0,0.0,0.0
Brunswick West,3,h,645000.0,5.9,3.0,3.0,1.0,131.0
Yarraville,3,h,670000.0,7.0,3.0,1.0,1.0,463.0
Moonee Ponds,3,h,800000.0,6.9,2.0,1.0,1.0,207.0
Viewbank,3,h,870000.0,13.8,3.0,1.0,2.0,698.0
Elwood,3,h,1820000.0,7.2,3.0,2.0,3.0,144.0
Cheltenham,3,h,1201000.0,17.9,3.0,2.0,3.0,638.0
Melton,3,h,430000.0,31.7,3.0,1.0,2.0,583.0
Heidelberg West,2,h,497500.0,9.4,2.0,1.0,2.0,708.0
Pascoe Vale,2,t,530000.0,9.9,2.0,1.0,1.0,156.0
Gladstone Park,3,h,755000.0,12.9,3.0,1.0,1.0,935.0
Templestowe Lower,4,h,1182500.0,13.8,4.0,2.0,2.0,650.0
Templestowe Lower,2,t,731000.0,12.4,2.0,1.0,1.0,217.0
Prahran,2,u,700000.0,4.5,2.0,1.0,1.0,0.0
Fitzroy North,3,h,2170000.0,3.5,3.0,2.0,1.0,177.0
Kings Park,3,h,565000.0,14.0,3.0,2.0,3.0,543.0
Richmond,1,u,500000.0,2.6,1.0,1.0,1.0,2044.0
Lalor,3,h,685500.0,16.3,3.0,1.0,1.0,551.0
Lalor,3,h,580500.0,16.3,3.0,1.0,1.0,532.0
Brighton East,3,h,1650000.0,10.3,3.0,2.0,2.0,623.0
Brunswick West,2,u,370000.0,5.9,2.0,1.0,1.0,0.0
Bentleigh,4,h,2520000.0,13.0,4.0,4.0,2.0,579.0
Preston,2,h,1050000.0,8.4,2.0,1.0,1.0,688.0
Northcote,2,h,905000.0,5.3,2.0,1.0,0.0,114.0
Altona North,3,h,791000.0,9.4,3.0,1.0,4.0,553.0
Highett,3,h,1190000.0,16.0,3.0,1.0,1.0,635.0
Aberfeldie,3,h,760000.0,9.1,3.0,1.0,1.0,321.0
Mordialloc,2,u,470500.0,21.5,2.0,1.0,1.0,0.0
West Footscray,3,h,840000.0,8.2,3.0,1.0,1.0,442.0
Mill Park,4,h,790000.0,17.9,4.0,2.0,2.0,530.0
Ferntree Gully,3,h,740000.0,24.8,3.0,1.0,2.0,968.0
Reservoir,3,h,475000.0,11.2,3.0,1.0,1.0,535.0
Black Rock,5,h,2520000.0,17.3,5.0,3.0,2.0,947.0
Moorabbin,3,h,836000.0,14.6,3.0,1.0,4.0,695.0
Armadale,3,h,2050000.0,6.3,3.0,2.0,1.0,205.0
Airport West,2,u,510000.0,13.5,2.0,1.0,1.0,141.0
Frankston South,4,h,1905000.0,38.0,4.0,2.0,2.0,1471.0
Williamstown,4,h,1630000.0,8.0,4.0,2.0,2.0,260.0
Glenroy,4,h,835000.0,11.2,4.0,1.0,3.0,649.0
Bentleigh East,2,h,1010000.0,13.9,3.0,1.0,1.0,597.0
Coburg North,3,h,887000.0,9.2,3.0,1.0,2.0,560.0
Newport,3,h,1675000.0,8.4,3.0,2.0,2.0,575.0
Richmond,3,h,1346000.0,2.6,3.0,1.0,0.0,187.0
Mernda,4,h,780000.0,25.9,4.0,2.0,2.0,1037.0
Bayswater North,3,h,650000.0,23.2,3.0,1.0,2.0,787.0
Middle Park,2,h,1920000.0,4.1,2.0,1.0,0.0,152.0
Altona,4,h,1780000.0,13.8,4.0,3.0,6.0,1057.0
Chelsea,3,h,840000.0,27.0,3.0,2.0,2.0,534.0
Balwyn North,5,h,1500000.0,9.2,5.0,2.0,2.0,605.0
Flemington,5,h,1550000.0,4.4,5.0,1.0,1.0,432.0
Albion,3,h,593000.0,13.9,3.0,2.0,2.0,605.0
South Melbourne,4,h,1620000.0,2.1,4.0,2.0,0.0,163.0
Seaford,2,t,386000.0,35.4,2.0,1.0,1.0,150.0
Fawkner,4,h,562000.0,12.4,4.0,2.0,2.0,374.0
Gladstone Park,3,h,452500.0,12.9,3.0,1.0,0.0,259.0
Rosanna,3,u,560000.0,11.4,3.0,1.0,1.0,213.0
Newport,3,h,1410000.0,8.4,3.0,2.0,2.0,315.0
Balwyn,2,u,830000.0,7.9,2.0,2.0,1.0,0.0
Thornbury,4,h,2070000.0,7.0,4.0,3.0,2.0,530.0
Windsor,2,u,520000.0,5.1,2.0,1.0,1.0,0.0
Balaclava,2,u,502500.0,6.6,2.0,1.0,1.0,0.0
Glen Iris,5,h,2825000.0,9.2,5.0,4.0,4.0,802.0
Williamstown,4,h,2500000.0,6.8,4.0,1.0,5.0,866.0
Ascot Vale,2,u,545000.0,5.9,2.0,1.0,2.0,194.0
Ivanhoe,3,h,1075000.0,7.9,3.0,1.0,2.0,677.0
Northcote,3,h,1300000.0,5.5,3.0,1.0,0.0,191.0
Brighton,4,h,3775000.0,11.2,4.0,3.0,2.0,745.0
Viewbank,3,h,940000.0,8.9,3.0,2.0,2.0,541.0
St Albans,3,h,702000.0,14.0,0.0,0.0,0.0,600.0
Pascoe Vale,2,t,480000.0,9.9,2.0,1.0,1.0,113.0
Hadfield,3,h,721000.0,12.1,3.0,1.0,3.0,539.0
Mill Park,2,u,445000.0,17.9,2.0,1.0,1.0,265.0
Brighton East,2,u,903000.0,10.7,2.0,1.0,1.0,171.0
Reservoir,2,u,436000.0,11.2,2.0,1.0,1.0,140.0
Alphington,4,h,2345000.0,5.7,4.0,2.0,2.0,803.0
Wantirna South,3,h,1160000.0,14.7,3.0,1.0,4.0,733.0
Oakleigh South,3,t,800000.0,14.7,3.0,1.0,2.0,252.0
Oak Park,3,h,900000.0,11.5,3.0,1.0,1.0,705.0
Pascoe Vale,4,h,780000.0,8.5,4.0,2.0,3.0,555.0
Malvern East,3,h,1638000.0,8.4,3.0,1.0,1.0,697.0
Westmeadows,4,h,675000.0,16.5,4.0,2.0,4.0,744.0
Cairnlea,3,h,636000.0,14.8,3.0,2.0,2.0,585.0
Coburg,5,h,1500000.0,6.7,5.0,3.0,4.0,900.0
Essendon,4,h,900000.0,8.0,4.0,2.0,1.0,288.0
Carnegie,3,h,1550000.0,10.1,3.0,2.0,2.0,557.0
Hawthorn East,2,u,802500.0,6.2,2.0,1.0,2.0,966.0
Middle Park,2,h,1335000.0,4.1,2.0,1.0,1.0,107.0
Preston,4,h,1200000.0,8.8,4.0,3.0,2.0,466.0
Sunbury,4,h,763000.0,31.7,4.0,2.0,2.0,1011.0
Braybrook,2,h,660000.0,10.8,2.0,1.0,1.0,599.0
Bayswater,3,h,606000.0,23.2,3.0,1.0,1.0,424.0
Wantirna,4,h,925000.0,14.7,4.0,3.0,4.0,534.0
Werribee,3,h,570000.0,14.7,3.0,1.0,2.0,660.0
Windsor,2,h,1300000.0,4.6,2.0,1.0,1.0,258.0
Kensington,3,t,855000.0,3.4,3.0,2.0,1.0,68.0
Strathmore,3,h,900000.0,9.7,3.0,1.0,2.0,531.0
Caulfield,1,u,323000.0,8.9,1.0,1.0,1.0,820.0
Burwood,3,t,745000.0,11.7,3.0,1.0,2.0,228.0
Bayswater North,4,h,900000.0,23.2,4.0,2.0,2.0,656.0
Doncaster,3,h,1250000.0,13.9,3.0,2.0,2.0,900.0
Reservoir,2,h,510000.0,11.2,2.0,1.0,2.0,268.0
Malvern East,4,h,1400000.0,11.2,4.0,2.0,2.0,260.0
Reservoir,3,h,682000.0,11.2,3.0,1.0,1.0,750.0
Richmond,2,t,1200000.0,2.6,2.0,2.0,1.0,170.0
Essendon,4,h,900000.0,7.5,4.0,1.0,1.0,478.0
Surrey Hills,4,h,2860000.0,11.2,4.0,2.0,2.0,779.0
Northcote,3,h,990000.0,5.5,2.0,1.0,2.0,497.0
Sunshine North,3,h,490000.0,13.3,3.0,1.0,1.0,546.0
Brunswick West,4,h,988000.0,5.9,4.0,1.0,1.0,384.0
Thornbury,2,u,350000.0,6.5,2.0,1.0,1.0,0.0
Montmorency,3,h,1160000.0,16.2,3.0,2.0,1.0,1125.0
South Yarra,1,u,510000.0,3.3,1.0,1.0,1.0,0.0
Yarraville,2,u,330000.0,7.0,2.0,1.0,1.0,0.0
Keilor Park,3,h,635000.0,10.4,3.0,2.0,2.0,174.0
Huntingdale,3,h,990000.0,12.3,3.0,1.0,2.0,628.0
Glen Iris,2,u,550000.0,9.2,2.0,1.0,1.0,0.0
Preston,3,h,1121000.0,8.8,3.0,2.0,3.0,604.0
Hawthorn,2,u,743000.0,4.6,2.0,1.0,2.0,0.0
Collingwood,2,h,855000.0,1.6,2.0,1.0,0.0,130.0
Altona,2,u,391000.0,13.8,2.0,1.0,1.0,0.0
Glen Iris,3,h,1601000.0,9.2,3.0,1.0,2.0,453.0
Templestowe,5,h,1300000.0,15.5,5.0,3.0,3.0,767.0
Glen Iris,2,u,710000.0,9.2,2.0,1.0,2.0,123.0
Ivanhoe,2,u,450000.0,7.9,2.0,1.0,1.0,0.0
Heidelberg Heights,2,u,440000.0,10.5,2.0,1.0,2.0,281.0
Dandenong North,2,u,305000.0,24.7,2.0,1.0,1.0,141.0
Burwood,4,h,1250000.0,11.7,4.0,2.0,2.0,499.0
Northcote,3,h,1400000.0,5.5,3.0,1.0,1.0,335.0
Brighton,2,u,900000.0,11.2,2.0,2.0,1.0,118.0
Port Melbourne,4,h,1502000.0,3.8,4.0,1.0,2.0,146.0
Reservoir,3,h,705000.0,11.2,3.0,1.0,1.0,437.0
Sunbury,3,h,516000.0,31.7,3.0,2.0,3.0,588.0
Reservoir,2,h,888000.0,12.0,2.0,1.0,2.0,649.0
Toorak,1,u,247500.0,4.6,1.0,1.0,1.0,0.0
Essendon,4,h,1600000.0,7.5,4.0,4.0,3.0,543.0
Eltham North,4,h,905000.0,18.0,4.0,2.0,0.0,2000.0
Mont Albert,2,u,850000.0,10.2,2.0,1.0,1.0,2243.0
Prahran,2,t,1190000.0,4.6,2.0,1.0,2.0,57.0
Reservoir,3,h,800000.0,12.0,3.0,1.0,2.0,585.0
West Footscray,2,h,790000.0,8.2,2.0,1.0,1.0,259.0
Footscray,2,h,991000.0,5.1,2.0,1.0,1.0,318.0
Huntingdale,4,h,1190000.0,12.3,4.0,2.0,2.0,600.0
The Basin,3,h,551200.0,27.0,3.0,1.0,2.0,1007.0
Essendon,2,u,720000.0,7.5,2.0,2.0,2.0,1523.0
Tarneit,4,h,505000.0,18.4,4.0,2.0,2.0,498.0
Strathmore Heights,4,h,1260000.0,12.5,4.0,2.0,2.0,697.0
Richmond,3,h,1651000.0,2.6,3.0,2.0,1.0,192.0
Armadale,2,u,546000.0,6.3,2.0,0.0,0.0,0.0
Croydon,4,h,1120000.0,23.0,4.0,2.0,2.0,864.0
Frankston,3,h,566000.0,38.0,3.0,1.0,1.0,623.0
Altona,2,u,447000.0,13.8,2.0,1.0,1.0,137.0
Ormond,2,h,758000.0,11.8,2.0,1.0,1.0,250.0
Glen Iris,3,t,1625000.0,9.2,3.0,2.0,2.0,365.0
Fitzroy North,2,h,1283000.0,3.5,2.0,1.0,2.0,204.0
Fitzroy North,2,u,490000.0,3.5,2.0,1.0,1.0,4296.0
Mooroolbark,3,h,650000.0,26.5,3.0,2.0,2.0,1103.0
Maribyrnong,4,h,1510500.0,4.3,4.0,2.0,4.0,251.0
Hawthorn East,3,h,2825000.0,6.2,3.0,1.0,3.0,860.0
Port Melbourne,2,u,575000.0,3.8,2.0,2.0,1.0,0.0
Doncaster,4,h,1250000.0,13.9,4.0,2.0,3.0,767.0
Kew,5,h,2600000.0,5.6,5.0,2.0,2.0,674.0
Yarraville,3,h,1419000.0,7.0,3.0,1.0,2.0,270.0
Oakleigh,3,u,690000.0,14.0,3.0,1.0,2.0,340.0
South Yarra,1,u,612000.0,3.3,1.0,1.0,1.0,607.0
Altona Meadows,3,h,620000.0,15.5,3.0,1.0,2.0,466.0
Blackburn North,3,h,1160000.0,13.4,3.0,2.0,1.0,583.0
Niddrie,3,h,975000.0,11.2,3.0,1.0,1.0,822.0
Bentleigh,3,h,1370000.0,13.0,3.0,1.0,2.0,624.0
Moorabbin,4,h,1130000.0,14.6,4.0,1.0,2.0,638.0
Niddrie,3,h,960000.0,11.2,3.0,1.0,2.0,626.0
Moorabbin,3,t,935000.0,14.3,3.0,2.0,2.0,280.0
Ivanhoe,4,h,3020000.0,7.9,4.0,2.0,1.0,1250.0
South Melbourne,3,h,1412000.0,1.9,3.0,1.0,,128.0
Brighton,4,h,2385000.0,10.5,4.0,3.0,2.0,373.0
Ivanhoe,3,h,1465000.0,7.9,3.0,1.0,2.0,630.0
Newport,2,h,910000.0,8.4,2.0,1.0,1.0,264.0
Melton,4,h,420000.0,31.7,4.0,2.0,2.0,642.0
Vermont,3,h,988000.0,17.2,3.0,1.0,1.0,653.0
Newport,2,h,740000.0,8.4,2.0,2.0,1.0,213.0
Kew,4,h,2550000.0,5.4,4.0,2.0,3.0,776.0
Moonee Ponds,3,t,870000.0,6.9,3.0,2.0,2.0,156.0
Carnegie,2,h,896000.0,11.4,2.0,1.0,2.0,543.0
Mitcham,3,u,775000.0,17.2,3.0,1.0,2.0,208.0
Berwick,4,h,608500.0,35.2,4.0,2.0,2.0,563.0
Glen Waverley,3,h,1310000.0,16.7,3.0,1.0,1.0,782.0
Preston,3,h,715000.0,8.8,2.0,1.0,1.0,467.0
